,0,1,2,3
0,2.0119121429383524,1.8217723542106221,1.215476801778504,1.04966397048811
1,2.1504539136388527,1.6512028144208688,1.2874756807493346,1.1459679821930782
2,1.7332650248083772,1.5845458513816386,1.3230807434817584,1.126317618948281
3,2.049340047299476,1.556542459651991,1.190079809759439,0.9845307850329189
4,2.11163335398631,1.4312560670732433,1.2876103110462456,1.114534950194488
5,1.9943612379453273,1.5945158361476113,1.239781789519517,0.9990719704708264
6,1.8982425046472065,1.5677306656502887,1.177563034477621,1.0386031569596608
7,2.095315004361013,1.5517168961027403,1.2585723199341061,1.1420333344931304
8,1.7642077276787014,1.5435745012724928,1.2220157740922781,1.1424066695894493
9,1.921922545911773,2.0753129890736246,1.4852994861816289,1.074994033271414
