,0,1,2,3
0,1.1393604466237657,1.7955593501425198,1.381845322181534,1.0570825494981277
1,1.2152952928959435,2.388065481707963,1.2666869580264528,1.0283877977670342
2,1.208988178258549,1.700929573608832,1.30522460499736,1.0629938487049397
3,1.0301229253656925,1.7614961044524131,1.5396104048748764,1.0678710395934388
4,0.9152603031931829,1.0066220581599317,1.4377272811216597,0.9324639317325943
5,1.0725997709573272,1.7406374471530146,1.6334143927903242,1.0904134449800733
6,0.9552624358961479,1.4997116135044455,1.318376798653126,0.9525232761657532
7,1.007589442470378,1.1822278072875958,1.1669866514210168,1.024769075431027
8,0.9114086894352899,1.9808750114105265,1.6712470960709422,1.0313844344298866
9,1.046483910563138,2.2390947845832407,1.392875208166219,1.053805292590638
