,0,1,2,3
0,1.4825559852322205,1.0268800405654581,1.4116265353842532,1.224492246853327
1,1.2057778927939784,2.269077182293409,1.4773144511656955,1.1498143637712679
2,1.7549479833999266,1.9422329464967156,1.287924871948457,1.189910167446125
3,1.3856372895816298,1.332592724955043,1.3815383269578956,1.077430256311879
4,1.4319882250051752,1.0279146599283517,1.309927688580636,1.194501066989297
5,1.4770691665854456,0.8565151020600834,1.4866557684027317,1.0884468941041339
6,1.2591289447303677,0.921260033901367,1.5846021624540347,1.188416958834279
7,1.4147265257657153,1.7184334715768714,1.393454259653416,1.29286078474592
8,1.218928936389193,1.1156648796476392,1.5343389235912557,1.0973129279655731
9,1.3554757110858098,1.968858362822643,1.7494236556436276,1.0633040942952292
