,0,1,2,3
0,1.0910290436577335,1.2535255133971968,1.259165239186411,2.0273626124834827
1,1.0543467962039343,1.9246961057363339,1.71209008702843,1.5276764481356064
2,1.225879393529917,1.5359671907307713,1.6409894959507754,1.5302513679863572
3,1.0758576528000927,1.2764913599670227,1.5926541960860494,1.3503247119292268
4,1.159680822529088,1.4821615729708382,1.4685509685160265,1.744358236599803
5,1.0816447562522826,1.125912967174157,1.4663714610909417,2.0035241362614777
6,1.0977155397719822,1.246363111976429,1.5803957360267147,1.5362410435007323
7,1.2518814773211848,1.526846389697592,1.7677076330059842,1.6053487923694727
8,1.407851863942991,1.3679534195197285,1.2629262065996638,2.0383070492920017
9,1.3821415267232178,1.779718321703151,2.001384482430748,1.6955969392080312
