,0,1,2,3
0,1.1344586522082736,1.311472444112988,1.313564659375584,1.4947848975512081
1,1.005604985678024,1.2293063698406947,1.6280808276765666,1.200146495851218
2,1.2387437336483813,1.1390771995576319,1.2962459777042867,1.2961104782044428
3,1.051625431506529,1.1990544150594853,1.333615633606456,1.2080122875751262
4,1.0541239892083694,1.3148232094882313,1.5487592951650528,1.2771386199086694
5,1.0354073204692122,1.2414421388151633,1.393396869576476,0.9728128976768596
6,0.9456030211194432,1.228252159954979,1.593412570588718,1.0156518726361885
7,0.9787254344469626,1.2205341139365742,1.4174568603819109,1.0924817675812641
8,1.098671833675561,1.3010191007968823,1.302074337050862,1.1085524517015648
9,1.0478996717243765,1.2336756256102583,1.3348589862846794,1.1393614707164232
