,0,1,2,3,4
0,1.567158501006424,1.5324214452365232,1.0753236731317855,1.2348739533262136,1.122319863111713
1,1.231498570009996,1.879300402951928,1.0920526508580295,0.9768541897074127,1.1368427070777998
2,1.3762169834103255,1.9202638152077853,1.1225761770344687,1.1474884722989005,1.0594413898874064
3,1.2099605846241135,1.612672514332013,1.0039726249485073,1.0226969060763893,1.2084541542295
4,1.265809032002228,1.7453011136181409,1.1750352516162317,1.024641251338976,1.3056670798485486
5,1.1888878994504748,1.3107983070508407,1.0400200400201707,0.9358146716630033,0.9291944392012971
6,1.7062316001829998,1.8182522899586002,1.0447382223678616,1.10340196354803,0.9972737485824626
7,1.2997102531412619,1.8303688410535264,1.0497679488649123,1.179055018987805,1.080052187517642
8,1.4701921097222297,1.8095612002880925,1.0529151977898186,0.9977929416398057,0.9926871593260685
9,1.2757468131256493,1.5399457833985184,1.092104791639338,1.0455671784408536,1.3092392148787482
