,0
0,1.0826162876861873
1,1.1935621023103293
2,1.2417003784146665
3,1.1330439708148319
4,1.030660688505768
5,1.1896513094936154
6,1.1493779115260045
7,1.1819013070399638
8,1.1609059586020107
9,1.1755769750206626
