,0
0,0.9818249176305583
1,0.9990007383715035
2,0.9390454366516029
3,0.8978781148001579
4,0.8880815299831524
5,0.8924155006646318
6,0.9917563832656869
7,0.9460720777068957
8,0.9632349265310176
9,1.0394182645899783
