,0
0,1.4084319215618648
1,1.1612883409438646
2,1.29750005729034
3,1.3478634315060571
4,1.3400201203465723
5,1.270841848966375
6,1.1924571009596352
7,1.3698873690033369
8,1.3289072927789654
9,1.299770570207971
