,0
0,1.2170286224462636
1,1.1096394649503272
2,1.168513815824276
3,1.179586937032907
4,1.1738422954652965
5,0.9753679097020166
6,1.08268886154802
7,1.0697001460780562
8,1.0392072098544152
9,0.9855685566239453
