,0,1,2,3
0,1.3574867939797877,1.020648193031732,1.202375752877395,2.1591972457244224
1,1.3335852999284465,0.9854091762474056,1.248284316451548,2.0550305390903714
2,1.37145321751863,0.9378526160194804,1.2709131882618427,2.126017045530019
3,1.2513064196877388,0.873064196017513,1.2770213198344684,2.082681923831247
4,1.3528580187156942,0.9758652570332443,1.3303855742692867,2.478248324951995
5,1.3547855448483912,0.9989224717556822,1.246327562416177,2.2388964617858527
6,1.443049792024299,1.1885035315959502,1.357190321933074,2.262549166564111
7,1.393947811448975,0.9642729139262055,1.2717348636758499,2.4328377836571877
8,1.2098052134639528,1.1234715094520005,1.3763241116591638,2.3131676464391813
9,1.1752004873693906,1.28996061166171,1.4574016260656089,1.9690333580335595
