,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0209640254952086,1.1024459392502166,1.1691424443625287,1.0813577755921207,1.0617294681267218,1.3626013506335741,1.2410815708420435,1.1630399461156213,1.1498532981852787,1.1503136338707507,1.1441064417516014,1.0546813420110284
1,1.0564958077649091,1.1109659682897863,1.1050238113903792,1.0733119340430508,1.1154023160593878,1.1783035478857242,1.1854489318830383,1.1879354032939555,1.040794745877131,1.1664244166628142,1.2028098525899769,1.0739511075910917
2,1.023909508511682,1.0399218240225303,1.3221375788884862,1.052131251257943,1.180806756248906,1.236858845483081,1.2993365398820118,1.1923609156597892,1.0889298515217039,1.24196496420693,1.3103733357392298,1.104387557518669
3,1.0802390074878048,1.1581457215394633,1.1907478759143904,1.0564790614234478,1.0082159658587901,1.2781877072595436,1.169321851687533,1.1085366126850118,1.0282835660542966,1.168657534594526,1.0740713830096063,1.0454357487363943
4,1.037887558742696,1.0961718141998393,1.0678569428446927,1.2047045279371147,1.0330746551085521,1.1745730316576222,1.2069557521449015,1.1852329080161885,1.1275735065669756,1.0869739075263096,1.1433838030293932,1.0575345277124457
5,1.0291226356994476,1.0775597939223,1.062855462790137,1.1222429391027424,1.1018697465110934,1.2103687670737346,1.2726597591741016,1.1484745911521457,1.0141543738439398,1.0677160788010984,1.129149824346793,1.0175511956057575
6,1.1559107996067186,1.180551204054327,1.1376195361345705,1.1066658382512786,1.0835468163070128,1.2998183211191752,1.3034360587905907,1.0858060975275734,1.1481382552934272,1.1647998404618427,1.2153933036102096,1.1083302124441927
7,1.0896789992858145,1.197172585746385,1.1422976913311302,1.0503439381063933,1.027964565069741,1.3161325955387353,1.2482093631545081,1.20676999965658,1.1919334849347036,1.07604612965874,1.053824545711579,1.0701950537510652
8,1.118873737883066,1.0977965111410504,1.2835837377507966,1.0640714933640014,1.2036468856629712,1.3580476989334236,1.4241698575028399,1.0910281444938792,1.1405458686723744,1.243041257825446,1.2490392082349389,1.2081202893699605
9,1.0673772239532289,1.105388979562021,1.1183957689825403,1.0771929110753082,1.1092568146617046,1.2292695547594108,1.2428998797035555,1.2359013439807547,1.1672327464604324,1.0692322542519357,1.2309746120578369,1.0235494174152437
