,0,1,2,3,4
0,1.1584788535041262,1.0212164415120788,1.0831226262813751,0.9420577484182749,0.9751984476197331
1,1.0747600888654358,1.1223541470892553,1.1406043301004118,1.1920593887148554,1.0516301403589086
2,1.147016934256886,1.1365803081328674,1.1065899159926524,1.2840361142540024,1.1269539636928936
3,1.0417133763704651,1.0318255468052109,1.1376313219889782,1.1201983269738407,0.9657295504587962
4,1.0373896759385601,1.1270413286596535,1.2291313870208216,1.1212642997880962,1.1089655998349741
5,1.1062189155791171,1.0504229190792644,1.1227144705697398,1.1730801097377523,1.0768249265919934
6,1.2174458872064722,1.1131969258771583,1.1463601732807953,1.0673981637876924,1.0894226365260293
7,1.1213080879684487,1.0482428859356054,1.2069526119405347,1.0611394962322624,1.0119186517797294
8,1.0362203338539528,1.0282396846985153,1.115060304686376,1.0494428930976412,1.054948642046454
9,1.2207539350282557,1.1706263718003724,1.2638323034492456,1.1775312898092334,1.0238639792367537
