,0,1,2,3,4
0,1.1149531996457946,1.363987825593617,1.235266361639526,1.5595633207272372,1.2131651941031527
1,1.0774947632686906,1.3963268874253938,1.3034328440309817,1.4310883702825046,1.2022249732857688
2,1.0946565753342734,1.3292292324915114,1.3632874935295773,1.4509264665767898,1.1794836977410692
3,1.0992097543005324,1.3453917087861322,1.2464417954501923,1.593082710571203,1.1982444558946668
4,1.0964171855223845,1.3590365287494794,1.3537648189776517,1.5531704220874185,1.200213217458546
5,1.044302258631121,1.3556857158381497,1.2295202806104397,1.5422449703649608,1.1655288294263249
6,1.0716643063598519,1.3131799611754766,1.1089416269947825,1.4383555380576944,1.18003094207339
7,1.0730946916503117,1.3680572525919468,1.3602757165874004,1.4220309982855195,1.1559179415563308
8,1.1066025242557262,1.3088936690529243,1.3066190311196346,1.4498904959056251,1.1413267361164174
9,1.1404463933548123,1.3128264456012364,1.3095925192332827,1.3897746522230543,1.153889795425512
