,0,1,2,3,4,5,6,7
0,0.9349525588147551,1.126804690596922,1.0709777560995692,1.128462445242319,0.9560356162216898,1.5267154176453517,1.2568864795353156,1.0746475627137309
1,1.0032706169884793,1.7174568367149914,1.0093601894355675,1.1582221661627772,0.9734469315979675,1.4750967270221536,1.4109853618773764,1.2763268092567386
2,0.9499819219352158,1.2727921942571037,1.1807060322602232,1.0441691906065877,0.8145561855638733,1.3562219838559408,1.2410005312387253,1.0667627879005417
3,0.9260010527056899,1.3601442909002806,1.0651477437313484,1.2868769234015112,0.872944402826838,1.4911589712780693,1.1139584648882952,0.9890738669230142
4,0.9941939259464562,1.26411808698478,1.0339464374947431,1.0619593239691203,0.9692229679538927,1.273604029750567,1.326964846209362,1.0762061688764704
5,0.9167598355425697,1.1410820780896207,1.0552458098187092,1.1194974853905713,0.8897962187859327,1.39736354771818,1.48224704603641,1.1821482691008238
6,1.0129168759410474,1.2553190235226201,0.9301596302694229,1.1384691552441226,0.8405522119785145,1.616466329856329,1.3565716245549675,1.143845255215215
7,0.95941591869185,1.3764923519046424,1.1044425013237695,1.0038418947281667,0.9698319936338151,1.3334331562875508,1.4633926081545139,1.1237361366485437
8,0.8861956318260311,1.1334950832116106,1.0050194335570222,1.0634492235657924,0.8489237622819168,1.3432218727074208,1.4367315553109636,1.10676686878749
9,0.9744818449440278,1.3076558961430107,0.9834481767295169,0.9527885164483576,0.9322765104515123,1.1500238238838856,1.3416624861843913,1.2179198687678643
