,0
0,1.3724584850011639
1,1.3461161713462726
2,1.4097840640992867
3,1.3017077591258694
4,1.260594148768444
5,1.4921823173198923
6,1.3452631408816798
7,1.3038230774617185
8,1.4489662753215213
9,1.3870461370682694
