,0
0,1.0727812981736986
1,1.0938118399772359
2,1.052441106876583
3,1.093632762135239
4,1.0158856211381686
5,1.1308373040718054
6,1.0663928610585385
7,1.0706169472546267
8,1.090871538212768
9,1.049297596461488
