,0
0,1.0447302963822465
1,1.024006775212929
2,1.098170024757099
3,1.0263595170071285
4,1.0610531104179648
5,1.06871577777003
6,1.0567915312594955
7,1.0431640964647
8,1.19654228933155
9,0.9785685339950905
