,0
0,1.0640898720918972
1,1.0010940078530266
2,1.0430554044659426
3,1.0291743764474328
4,1.1271258122628502
5,1.1023969124806439
6,1.0138060962175799
7,0.9518723501234222
8,1.0442568187853036
9,1.0178973955790127
