,0,1,2,3,4,5
0,1.5273082727951646,1.4999862643665391,1.4743888102752098,1.0531382577294028,1.0461012009807795,1.0308106118591023
1,1.6983518839860663,1.3572862814440236,1.4411753602847182,1.101337445252495,1.0702127148708687,1.0493549484164364
2,1.2952891951579977,1.2835443076373163,1.370668511083294,1.0634557585984443,1.0623096609096305,1.0223271083827628
3,1.3963241692319674,1.3479362373078458,1.4679272074338894,1.0662942004319342,1.047903105120054,1.0331596154072096
4,2.1968105612605457,1.4388625870460614,1.49543267931372,1.1262097136686429,1.1430627266175053,1.1406805306431187
5,1.3298553088215757,1.2829207035068761,1.5181977547047654,1.0304657678649805,1.0475431262714432,1.0112462114131797
6,1.802734836101674,1.3324996733368886,1.5450657760414792,1.040912515188492,1.039463814002502,1.0642767102046455
7,1.600437823755663,1.1012672228050855,1.5110113428175864,1.0753959886068716,1.0681286530972,1.0888821783805716
8,1.5119873959609271,1.5035655863888335,1.6041485532284459,1.034809865557834,1.0003869732897537,1.0466777550887962
9,1.6032760289527401,1.3081699698186187,1.3330880511266305,1.0229969583727105,1.0266944260476865,1.0875073917660218
