,0,1,2,3,4,5
0,1.4628181672885252,1.4961205294989135,1.4209540895051516,1.163969070357115,1.1386934218791596,1.0808448254281635
1,1.5486758107316576,1.416792098751627,1.2239378184680052,1.0470475222836801,0.9894552498972947,1.078297885127973
2,1.5037576931693006,1.403264912938714,1.1913594522287563,1.0191658676919748,1.070354373543508,1.075086724275633
3,1.5641847252258323,1.46180836244459,1.284005967188267,1.1306360590386457,1.1013542385028194,1.037437074829719
4,1.3483126745413812,1.4464254919900932,1.1378532772489784,1.0899621047247485,1.04593272677266,1.0680483930651987
5,1.3258742580806262,1.3242303794008508,1.235108000754185,1.1214863007134508,1.0540059322023574,1.0929952686823174
6,1.2846862170735978,1.253919282074579,1.1102130749475199,1.1438292585876058,1.0618307895071626,1.0515241179004444
7,1.4986196741548798,1.3564183078948873,1.1257478694045484,1.1101246343958624,1.074795873283621,1.0782316725791157
8,1.3406099971679282,1.4299547939820734,1.1318651631202195,1.075812909575409,1.1145922758702476,1.1082771111430922
9,1.3964317487139464,1.4760934784087043,1.1561257110324512,1.0600332235879935,1.0794777787970402,1.0855964120974733
