,0,1,2,3,4,5
0,1.474711548311531,1.4106478596763035,1.1447882995408378,1.1959453427339082,1.2721932164398109,1.19947815700569
1,1.4663200179208642,1.3250789020767744,1.0211834974154523,1.0879242221199639,1.0896444266093392,1.0997871651498332
2,1.3804724685517271,1.4966687349432115,1.1366513225614843,1.0750909619314746,1.055341130983323,1.1582932344238255
3,1.5231602556447421,1.6471668466735807,1.174698434470278,1.1114538307051622,1.0909248306201516,1.2182540149788352
4,1.596449297348941,1.5699860269532424,1.2226346809320614,1.076125898003664,1.0520110446747273,1.1399583622044493
5,1.283331390115605,1.7366455167518944,1.0916898769571735,1.0691401113414873,1.0584502944406093,1.1597745980431957
6,1.6167195929530873,1.6727957796180049,1.1073440473390388,1.0432006968049092,1.0518435206606929,1.0877382153828667
7,1.5148575590119446,1.5317208354927554,1.0175677318409044,1.0221991016629888,1.0245945641687697,1.1391656579181757
8,1.3815375384375863,1.3781482093463435,1.0400747686962053,1.0751845347655786,1.076532128369206,1.165364719239447
9,1.8087707409709797,1.8061277643985965,1.037426419007209,1.0606868163793728,1.048338537704445,1.1106334729663465
