,0,1,2,3,4,5,6,7
0,1.0350181856351723,1.0501185426373731,1.051829188118443,1.0636433927860882,0.9874548850563835,1.038788026890091,1.0756509476336373,1.0996143040924675
1,1.223515191135702,1.0827598664539972,0.9885887888577254,1.013991122539942,1.5754433218485735,1.4725352374847944,1.2479596527579244,1.1205704492674413
2,1.1348724030826625,1.0514099323581523,1.1402412071010108,1.00839373001393,1.009061536838164,1.1951088046616725,1.0703972002616813,1.1116175974333349
3,1.2653630396585491,1.104071379850979,1.0881251917045656,0.9906116184846352,1.0554755761825616,1.1928307340590705,1.1736810394756914,1.143579644080058
4,1.1465710612189874,1.0740353438982042,1.0660788276086257,1.0035066462566486,1.0369785469448156,1.1079830333126632,1.0752702654590598,1.1805863093693585
5,1.2181491203307693,1.1058985858777388,1.1657587653133001,0.9880905808116098,1.4826324885545308,1.312207618437097,1.1838189650343767,1.170630490192708
6,1.2892255297058242,1.0159806531812965,1.1648791070835596,0.9734213209072453,1.3136055067611085,1.3854218356924608,1.183434191988164,1.123282172756248
7,1.1188954140211824,1.032762439696466,0.9653489995441513,1.0006377996737124,0.8421193204980342,1.0921462719707533,1.0600239909874185,1.0542582193670442
8,1.377331569217484,1.0601631323571492,1.050294652968359,1.0355339505715822,1.3288546631167846,1.361954970764427,1.2680626486137414,1.2038961556189065
9,1.1589393771872547,1.1005275974537518,1.146423107674285,0.9697390368607745,1.1447889716246502,1.1321387061666142,1.1232890785484302,1.0845054646883523
