,0,1,2,3
0,1.2592930810704943,1.1744514469848073,1.2320185503488923,1.1837786872474219
1,1.0034269408801582,1.046086865024195,0.9161851264427405,0.9715963787332761
2,1.1021710447430413,1.133276625323661,1.2701667136772372,1.354370754981522
3,0.8838954305983986,0.8988504217853606,0.8991883615298703,0.9375890132926958
4,1.0303567810113616,1.1358300763817817,1.1941718904599945,1.2503526096989923
5,1.0541735743664546,1.0133888709427925,1.0652806478721342,1.0201284011496254
6,0.9941549919625275,1.1048138914783556,1.1869364480441784,1.283519031082094
7,1.065712539735487,1.0866369047707956,1.1850877176013248,1.213844069473165
8,1.0913321022854352,1.132891022769532,1.151502733200419,1.1247107245905048
9,1.0229906445819377,1.0721718506766893,0.9532228721185309,1.0362689886250196
