,0,1,2
0,1.206711922963459,1.0243158174655602,1.3008024595000665
1,1.2221389967230134,1.1051644869088353,1.2672758189944178
2,1.1184841271267651,1.1203607654843417,1.1237643468651273
3,1.1566011948371457,1.0527593214890203,1.2514168232085878
4,1.0280461644459542,1.121236764153178,0.9785949439578817
5,1.2018382758350443,1.1155848983396333,1.7409821545070678
6,1.2077934811270867,1.2035615867815432,1.0443915099456107
7,1.177849013882596,1.0274607345731683,1.4911033925155373
8,1.0129737645369714,0.9970969883027857,1.4480283193890726
9,1.1311668366610468,1.0487554201237042,1.613452618867395
