,0
0,1.0353179708065054
1,1.0904919120594512
2,0.96824963312635
3,1.0239284837186151
4,1.0527577380859512
5,1.0697083073515083
6,1.0868722380252966
7,1.0631503433815908
8,1.0664218649822725
9,1.1883393601196643
