,0
0,1.0169881604631534
1,1.0101230619381816
2,0.971579992156577
3,1.0335752000855856
4,0.9139038043411042
5,0.9310855192840279
6,1.0929638271010864
7,1.0885123256592504
8,0.8515048631938835
9,1.0187189305314939
