,0
0,1.1509905182348923
1,1.1209453618020344
2,1.0067563746978998
3,1.0419248409098927
4,1.2296718891222416
5,0.9848845502718148
6,1.0577372336758526
7,1.0307049214497248
8,1.0629732469706048
9,1.053501061832082
