,0
0,1.242221564709873
1,1.4414457450393716
2,1.324370365652371
3,1.4416004732187158
4,1.4772409262486352
5,1.5304364806668331
6,1.6295826215632774
7,1.3295932908757273
8,1.32720901099327
9,1.361237063451222
