,0,1,2,3,4,5,6,7,8,9,10,11
0,1.0917785540097928,1.2110311815737516,1.2433233790667457,1.4042863499513094,1.827096215900889,1.1275004204566819,1.166326708755148,1.3030436274261608,1.3492689229280423,1.5080762654558177,1.213096137435424,1.004886338373622
1,1.0810034737138658,1.2015176237792466,1.3222746809439763,1.5462757763195343,1.8745746634075213,1.2800216342909974,1.2905506151520303,1.3039369636342042,1.3243799628458175,1.7008710197861696,1.3140296259778503,1.0786394437012548
2,1.1188629307214062,1.312687219224562,1.183537969779702,1.4551473972016384,1.745220030063602,1.327080528059667,1.304457862102679,1.5237340921189488,1.240261117308002,1.6765064662583886,1.2886772539718307,1.0295679067866703
3,1.0910064831123811,1.273721724498032,1.289841963743614,1.4389280687625094,1.907263894413116,1.340894489715145,1.2641552405545828,1.460427195721072,1.3734373547725411,1.6533535573965783,1.2367472165350357,1.0527303810648656
4,1.0653728878372013,1.1649628225791389,1.3035821993175374,1.56887840808708,1.8556617850145263,1.2846439694615752,1.2562998488312902,1.3864514655399875,1.370400775410451,1.5889152861001177,1.2578651938320828,1.1012303107468182
5,1.0689221260388064,1.251372246830152,1.2204485931846014,1.4957143337358507,1.7559175443469914,1.2258851375732198,1.2740397263434586,1.2968004597791905,1.326018471784363,1.6019655236323886,1.328542417493987,1.078713781061956
6,1.0198160252041917,1.255044930412895,1.1869714634504371,1.2250171003697834,1.6330777336417293,1.1599495997276421,1.1971784106234664,1.4424567312156666,1.3942071388915682,1.750264019984632,1.1949656542674327,1.0343201350321718
7,1.1343318306278891,1.272843681172709,1.3263655751301529,1.51073152526898,1.6783418564493222,1.3997998694081135,1.2727032658215862,1.4467184411506073,1.3026839183011003,1.4907654411722226,1.2449093643901121,1.0675372953636484
8,1.1472204600728921,1.194082422552672,1.2872294710873933,1.4728434848881273,1.6988735902036833,1.4144909188821562,1.184742411050637,1.4786345988566223,1.3134103801423949,1.7523885782749862,1.311732622987772,1.1170989622032268
9,1.1506323206875146,1.272339349341782,1.2603262947398504,1.3463510661150204,1.7649855087856399,1.3407406288370043,1.2511868253126206,1.5269474092551518,1.2956609399843946,1.691590761790067,1.1584749694135128,1.0597694998540919
