,0,1,2,3,4,5,6,7,8,9,10,11
0,1.1042313142214482,1.0839448123550373,1.2845547289014263,0.9671348308311237,0.9815327254636526,1.2986844101796382,1.254836103398864,1.1562922040160044,1.3012890913469093,1.111887508470127,1.0778769381762157,1.0506711545224043
1,1.2394499888172772,1.222313251397389,1.2130469122256375,0.9428828397243944,1.0049160048938734,1.4691566057940608,1.4637801976301523,1.1873181826505546,1.2072404746460843,1.036221888484507,1.0500869346995196,1.1185919612882498
2,1.0864808993168282,1.1403647484745871,1.280154110535753,1.0252085233348407,1.0480665081461238,1.3449588524599632,1.272973376436085,1.1263600873470556,1.2126995084569332,1.1967214386684089,1.1362501985841975,1.0740415095663238
3,1.1320012238141421,1.1740088918466975,1.192016303361806,1.1265349113870495,1.0908682142106174,1.1927914365000465,1.2410283043351915,1.2211234715957215,1.1867380256089877,1.0509620566611804,1.0408112075484415,1.0219027008234427
4,1.1667765804047707,1.159762977284479,1.2938779231328967,1.0335129269886631,1.0336117805285712,1.4047122229137803,1.3569132752323203,1.1944065127130832,1.3098424926614642,0.9815433638430778,1.1189347586353404,1.1025125846230746
5,1.171818577370709,1.1510531676632318,1.213678216680454,1.0001344235893248,0.9865305253501169,1.1531261184813708,1.329684005197788,1.107125748204391,1.1929540448887856,1.0060606992627938,1.0726901717902182,1.0915233752337685
6,1.1288787684826842,1.127320799051397,1.1457671638834086,1.0030078376384421,0.9654012577065242,1.1746370918553626,1.105645862124082,1.1445343249970896,1.1596890375087485,1.0625503386494572,1.0685566560785074,1.0648954044385412
7,1.155198063670606,1.1399784935603687,1.3416902517622726,1.0681904181650972,1.022123366467696,1.2700200436811397,1.3032626708394985,1.4313154476486605,1.3837936849853703,1.1197241085678438,1.0278713225745197,1.1293128060977649
8,1.1257431410515812,1.151550135378423,1.335808212713744,0.9508783311539084,0.9601013862323761,1.3668375952876302,1.3192476552119952,1.135417152842383,1.3772285338889907,1.078731455379054,1.0684463448858064,1.082973945924376
9,1.1205910732207127,1.2917066713006005,1.2699650021948623,1.047881231325606,0.9897142447103047,1.3050714167307227,1.4372786790249956,1.3481544152768141,1.3684681735111428,1.1240878585350549,1.2145426430838082,1.1448007552836041
