,0
0,1.1152014498901222
1,0.9928179787181005
2,1.059712562666247
3,1.102484899666147
4,1.0796048707463508
5,0.9856267829776777
6,1.082557553447405
7,1.1167397238459735
8,1.0709102495099572
9,1.05562965811136
