,0
0,1.0973195972618284
1,1.0596522191611901
2,1.0614880810743414
3,1.157968751905188
4,1.098735099831594
5,1.1268496820998297
6,1.0052174500761202
7,1.0380237465482829
8,1.0279608230489317
9,1.1713776735670192
