,0
0,1.0407235191069704
1,0.9951778782219034
2,1.0543076439507848
3,1.0637257112683693
4,1.029855338830667
5,1.0489305868301533
6,1.1405705890691666
7,1.0243424722899268
8,1.1034572636768736
9,0.9903520669204489
