,0
0,1.1516018469393279
1,1.0745976348648527
2,1.1660023538366586
3,1.1196303517508892
4,1.0998436022077294
5,1.094440167982488
6,1.04500627820107
7,1.006591370250927
8,1.1288780375995566
9,1.1035952589909366
