,0
0,1.096942523464118
1,1.0370115972720924
2,1.061873079644707
3,1.0742955571044224
4,1.2186458830000124
5,1.1826705015656553
6,1.1050207359865605
7,1.016141834944363
8,0.9776524158505364
9,1.036997889257754
