,0
0,1.0237238600185226
1,1.0392548144565705
2,0.9701283303197924
3,1.0682682015102853
4,1.0381718966048754
5,1.0426260429740286
6,1.0272180797770696
7,1.2537952428436752
8,1.0943381341862792
9,1.048238325001523
