,0
0,1.1297669329952498
1,1.0301064155632178
2,1.0721016121425249
3,1.0731914964499372
4,1.04386626480465
5,1.076128047694029
6,1.0436976740506703
7,1.0231458276654026
8,1.1041849241155928
9,1.1258262149643026
