,0
0,1.2576902099699199
1,1.2114622628236258
2,1.3188777551368358
3,1.0761472038702666
4,1.0510781320028737
5,1.033882061759133
6,1.1077352384306116
7,1.169915521169703
8,1.2153218347622758
9,1.1230816099690668
