,0,1,2,3,4,5,6,7,8,9,10
0,1.015348284527399,1.0405310744355396,1.1607512269713403,1.0770120033159722,1.1088537351227705,1.1239722529006906,1.3668723979849315,1.3738834990709772,1.5431366514324438,1.1036192722789862,1.1424139900751822
1,1.2176151443219754,1.2257380521398338,1.1343921717538616,1.143167805026491,1.0897921880718777,1.2688511978181216,1.1842534587035725,1.3330459064534155,1.3012162361180892,1.113986411108453,1.1612268823177736
2,1.151894152504437,1.100724100161118,1.1611360233848862,1.033107287906506,1.0670460582847137,1.1523909884427668,1.2531387681647101,1.3538227838720607,1.531381208079811,1.2383822892764105,1.2251386353446452
3,1.0697521123281506,1.056066970269802,1.1172580684282791,1.0669426551181638,0.976147356502889,1.1002237262505696,1.1262264164997322,1.1764133268777612,1.260988948410101,1.0851983620727268,1.0927911382273776
4,1.040416765504049,1.005180512265253,1.1146637416366283,1.207389358026845,1.0832384873092817,1.1583682741700543,1.1857704437038525,1.23468159149461,1.394726676359209,0.9987837092470296,1.0620332755570425
5,1.0652302200959278,1.0527702769429932,1.0980738865036186,1.0445729801857992,0.9617194969583234,0.981928513620834,1.146331347307083,1.376784444936534,1.4923110108189341,1.1113430086599017,1.0819779417286972
6,1.0290566660746001,1.055567882859077,1.11445489931108,1.0599910762264062,1.025266524047768,0.9815415001666268,1.1255732503074432,1.1463196551541768,1.1352221509822933,1.0943756629732828,1.136633622417055
7,1.0962282597736062,1.0933546494021003,1.167953956884234,1.09491015753815,1.0428600335729896,1.0618118783049526,1.2932545303370662,1.460145045643938,1.3603486142175856,1.1894310736905067,1.1336796937260984
8,1.0800935418912265,1.0126437667418406,1.2194129544804395,1.1291871748497257,1.0497329891683722,1.085113844554748,1.3259217044446103,1.320990951949419,1.2736894993726071,1.0580704576903244,1.0254288029528356
9,1.0300230374442678,1.0283159142320912,1.1505528730979233,1.06113947419968,0.9242388814437972,1.187488489077397,1.2268059435634295,1.207211134045297,1.3174682893380556,1.0468781570592953,1.1383409836769194
