,0,1,2,3,4,5,6,7,8,9,10
0,1.0783348075761436,1.0580102127421716,1.1179799732531626,1.1128310736026064,1.3585685925986886,1.0048084343104076,0.986240200100072,1.1436067772034884,1.2565648151889097,1.326719112163472,1.2470752920450576
1,1.1039583999000695,1.0829106206249024,1.064036215155614,0.9928232102511029,1.2527530842519958,0.9722446218936692,1.0061530653342174,1.1011715260199135,1.1198903496603783,1.2790636275252691,1.247994725564201
2,1.0196108327877957,1.0120337171447171,1.0393713664855866,1.0380670393664688,1.2045454070156638,1.03977874804955,0.9862425632677128,1.0137108046410372,1.3016421320947271,1.341114358281253,1.3176103721769845
3,1.0539811442777423,1.0298281847561521,1.0393574309774072,1.0570105492450914,1.2037223241650434,0.9375146334754666,0.9932505342256956,1.0390908502848302,1.1935968305572962,1.2544436253332656,1.2121176965869265
4,1.1446621564467148,1.0032718275677965,1.116931271903872,1.0470123500155792,1.1984380153775736,1.0343991995257757,0.9968260263706649,1.0907844000610745,1.1995009790012257,1.3476877559412155,1.2327328292255701
5,1.0704065249061698,1.0690186896155887,1.045386768673854,1.0188782399984686,1.165819942470006,0.9554394510241606,0.9919328390377816,1.0415449988409848,1.159817790749315,1.2391748503240778,1.2022009689061182
6,1.0269385405390994,0.996743043730068,1.0422133100458133,1.1306046831611423,1.2183853148479336,0.9722421700722007,0.9688758943331205,1.0631905712446097,1.2357853936968963,1.3439561829406463,1.1717299055453827
7,1.0536316953885891,1.100541697843522,1.1049313994384344,1.0956701267013895,1.1292722807784241,0.9870794669146614,1.0102564999374481,1.057716600007744,1.150560172038915,1.241991100059531,1.2082041732237045
8,1.0124064356338647,1.0040340185465564,1.0372359960364244,1.1230146897270494,1.2097572398526244,0.9488567185450797,0.9791137643337848,1.1244593101029792,1.1737251701693943,1.2845090040822353,1.1898518027695943
9,1.042965218922845,1.0455114235738117,1.1521297140163118,1.0978320272986644,1.1971717033538365,1.0493549930727035,1.0094467892914953,1.2045698568464462,1.2943087227130021,1.2866171770389887,1.1876012344428593
