,0,1,2,3,4,5,6,7,8,9,10
0,1.0555759500648054,1.0697802422142697,1.1951670301356587,1.0255594301704691,1.0081459127526542,0.9363301081366971,1.095842079250958,1.074669562131902,0.971965213743996,1.0312454486642162,1.0473705351966578
1,1.0829247708808112,1.0924337465992096,1.1338287380370728,1.002207677685726,1.0220198594056016,1.025710027770585,1.0819882169385688,1.09048425508221,0.9911011509876313,1.0382092339925262,1.0332373130303796
2,1.0746645580145213,1.0293371237398121,1.0841561428024613,1.0211263539843782,0.9296012360174188,1.0579083612787712,1.0778522103930317,1.0425157026271648,0.9995489706929718,1.0295187848165217,1.0431593550863232
3,1.0758705980574412,0.9653222840531229,1.1317236120113896,0.9663917267738376,0.9735042614357678,1.0577897412338881,1.0505195199927488,1.1018004628978035,0.9661634184320995,1.0136246159423263,1.036611963912145
4,1.0892364084062423,1.0306973541326736,1.1473382151319607,1.0273215260678659,0.9604894083483805,1.0609899738843092,1.158333392537696,1.148999116428296,1.0400534605088192,1.042634680463601,1.0529695081653903
5,1.0986343032910455,1.195414458117179,1.123921137674599,1.0668690139653052,0.9748162284880243,0.9904998504923989,1.131236130194886,1.1084107937157308,1.0063157825579894,0.988645482151152,0.9610801064722116
6,1.0125426574786223,1.034130048714219,0.9865823211007435,1.0228210218031046,0.9886308218803458,0.9847661962185177,1.0285466754365014,1.0503442203454885,1.010363731059542,1.033283083534647,1.0586511510991499
7,0.9602373810552186,1.0339460193745422,1.1076274370417079,0.9640384086746063,0.9916963746087841,0.9644817795224373,1.024034741679561,1.052511877353785,0.9367951982208014,0.9990174482492111,1.002574443510879
8,1.0929903117700661,1.075688063719078,1.0719602374894497,0.9929124182036005,0.9947687589977416,1.0145421880965027,1.0751327294681865,1.10330173996226,0.9443526638908456,1.028012398340725,1.058968844086758
9,1.1098094528398523,1.1025426539762833,1.1138477264336635,1.0056884513564022,0.9682491090597696,1.0185923892321496,1.0720319810769385,1.0960910351458961,1.0062095484986981,1.0683117527936974,1.041864757702256
