,0,1,2
0,1.2013168045325373,1.1488549440176004,1.082365523209329
1,1.2816748862902358,1.2289184207619968,1.1792835235054178
2,1.3888079391417745,1.2094442355055959,1.1236064391861806
3,1.202400825335141,1.177451922152578,1.1309435645316421
4,1.218371511562174,1.1186065246516559,1.0976649308078081
5,1.3192392068805656,1.1435106270025845,1.1689440111149538
6,1.3222289336728585,1.1576602273104255,1.1819045141886648
7,1.4049539527151913,1.2029906500230105,1.2169285714864426
8,1.4597756353140254,1.224002253439546,1.1595137108299656
9,1.4527241399001776,1.1831577333100636,1.168992069853814
