,0,1,2
0,1.5050877298318583,1.1275057481220885,1.1459809295689163
1,1.3467045614054807,1.1608283215786086,1.1842041197001962
2,1.2519424798290304,1.1926632021123507,1.4002831607347817
3,1.12716248955241,1.0810643732283427,1.1617707158251263
4,1.0568115703087837,1.0696613214933195,1.2986602412459984
5,1.1835073934498987,1.1119281163309205,1.107491641022897
6,1.1855603353963717,1.2657463502962774,1.244604095124475
7,1.2721677324888379,1.167712934124303,1.3006370790463888
8,1.2426146268330385,1.1296922525601583,1.1371547112550677
9,1.5440991920010847,1.1626793494532912,1.163934363937549
