,0,1,2
0,1.1625190821777953,1.1033010867671413,1.127394286416366
1,1.4908202989890722,1.2217410308124246,1.2322309267543705
2,1.5043638945823044,1.3028644087810213,1.3029023653827418
3,1.3123207007327968,1.2509776351416813,1.2473284895645322
4,1.41529747525192,1.6105309408408912,1.606003382717951
5,1.1230829429734657,1.1150348802398993,1.1259754993646156
6,1.2567164403612785,1.409614756960862,1.4079241464995877
7,1.3050924936244537,1.0309692516992757,1.055084405411726
8,1.1049571879377975,0.9882011823925664,0.9964319215286285
9,1.1286416907695864,1.1734716091851316,1.182199044513771
