,0,1,2
0,1.5787185495850962,1.5489848420805548,1.544866187732891
1,1.7458565343243095,1.4424718254677533,1.4481336865041086
2,1.492384159173673,1.3408151624919582,1.3601345766189832
3,1.6818863475997816,1.474855026704487,1.477413734720084
4,1.8402972366490273,1.8735169926691562,1.8797039892088194
5,1.5807417570464315,1.6291221054284917,1.6437965622149902
6,1.632464214801316,1.6702933320424629,1.6685146342685913
7,1.459809155152538,1.7727219863343657,1.7659836285452872
8,1.7622806170425758,1.6086983432709991,1.6223961431491958
9,1.6937743926269317,1.542244324438966,1.5461496303646902
