,0,1,2
0,1.0990809893320437,1.14462557036164,1.19551993192687
1,1.264690020527395,1.2787539714281786,1.1515801000748414
2,1.2418968949334006,1.2059383051955428,1.1746444213556004
3,1.0992425661649037,1.1414524269407857,1.1810598497042617
4,1.1322976955595492,1.277885552700226,1.114236563737528
5,1.1335636359974746,1.2460515183013945,1.224068220181635
6,1.1993537091118556,1.256242077885046,1.210086681316204
7,1.0845794099717774,1.3464099249068042,1.366563259340725
8,1.120815195989581,1.3277275856393234,1.2505452412170357
9,1.1546889373515745,1.2410917192729611,1.1754517997659568
