,0,1,2
0,1.0709443533279213,1.0767446979884778,1.1038947251766504
1,1.137464004535572,1.2347865629408965,1.164784990142665
2,1.1838213275029856,1.235795972182973,1.132180925591145
3,1.0673766711272341,1.1369575486517949,1.0920000366257423
4,1.1019363553515495,1.1334424268033028,1.0541453840923303
5,1.1099021969455762,1.0886141498088515,1.1280437411836641
6,1.1437822878070667,1.1645687465644983,1.0460419704086188
7,1.0219789550173353,1.1464831967413474,1.2220310764079667
8,1.1085146799447123,1.1291732431280737,1.1624382426462823
9,1.0493112065897152,1.1312569968125696,1.2023215392019164
